rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect2m_rbd;nalu_mate2m_rbd;prom_lect2m_rbd;prom_mate2m_rbd;dif_lect2m_rbd;dif_mate2m_rbd;difgru_lect2m_rbd;difgru_mate2m_rbd;sigdif_lect2m_rbd;sigdif_mate2m_rbd;siggru_lect2m_rbd;siggru_mate2m_rbd;marca_lect2m_rbd;marca_mate2m_rbd;marcadif_lect2m_rbd;marcadif_mate2m_rbd;palu_eda_ins_lect2m_rbd;palu_eda_ele_lect2m_rbd;palu_eda_ade_lect2m_rbd;palu_eda_ins_mate2m_rbd;palu_eda_ele_mate2m_rbd;palu_eda_ade_mate2m_rbd;noaplica;fecha_bbdd;codigo_bbdd;grado;agno
649;1;COLEGIO PARTICULAR GABRIELA MISTRAL;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;3;2;3;1;92;95;243;246;-17;-13;-13;-18;-1;0;-1;-1;;;;;57.6;29.3;13.0;60.0;26.3;13.7;0;20240418;final20240418v1;2m;2023
9405;6;LICEO BETSABE HORMAZABAL DE ALARCON;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13130;SAN MIGUEL;131;Centro;1;1;3;1;64;66;253;251;3;-18;-3;-13;0;-1;0;-1;;;;;50.0;28.1;21.9;51.5;40.9;7.6;0;20240418;final20240418v1;2m;2023
12823;6;COLEGIO CALAMA;2;DE ANTOFAGASTA;22;EL LOA;2201;CALAMA;22;El Loa;3;2;2;1;48;48;255;237;;;;;;;;;2;2;1;1;43.8;41.7;14.6;58.3;33.3;8.3;0;20240418;final20240418v1;2m;2023
4659;0;COLEGIO LA PROVIDENCIA;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;3;2;3;1;66;71;262;265;10;4;6;1;0;0;1;0;;;;;37.9;47.0;15.2;46.5;36.6;16.9;0;20240418;final20240418v1;2m;2023
17818;7;LICEO TECNICO PROFESIONAL DE LA MADERA;8;DEL BIOBÍO;81;CONCEPCIÓN;8102;CORONEL;83;Concepcion;3;2;2;1;94;94;221;221;-6;-6;-19;-23;0;0;-1;-1;;;;;73.4;16.0;10.6;68.1;27.7;4.3;0;20240418;final20240418v1;2m;2023
24725;1;COLEGIO JUGENDLAND SCHULE;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13601;TALAGANTE;135;Talagante;4;3;5;1;11;13;271;273;-11;13;-15;-50;0;0;-1;-1;;;;;45.5;18.2;36.4;38.5;38.5;23.1;0;20240418;final20240418v1;2m;2023
11818;4;COMPLEJO EDUC.PARTICULAR DE LAS ACACIAS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13105;EL BOSQUE;132;Sur;3;2;1;1;71;71;211;200;-18;-38;-16;-27;-1;-1;-1;-1;;;;;76.1;22.5;1.4;87.3;12.7;0.0;0;20240418;final20240418v1;2m;2023
1980;1;COLEGIO PARTICULAR JEAN PIAGET;5;DE VALPARAÍSO;58;MARGA MARGA;5804;VILLA ALEMANA;53;Valparaiso - Isla de Pascua;3;2;3;1;26;29;222;236;-24;-15;-34;-28;-1;0;-1;-1;;;;;65.4;23.1;11.5;58.6;31.0;10.3;0;20240418;final20240418v1;2m;2023
12800;7;COLEGIO BAUTISTA LOIS HART;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;21;Antofagasta;3;2;4;1;33;32;234;270;15;57;-35;-18;0;1;-1;-1;;;;;63.6;24.2;12.1;37.5;40.6;21.9;0;20240418;final20240418v1;2m;2023
31194;4;COLEGIO MONTEVERDI;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;3;2;3;1;28;28;261;258;29;37;5;-6;1;1;0;0;;;;;42.9;25.0;32.1;53.6;35.7;10.7;0;20240418;final20240418v1;2m;2023
25366;9;COLEGIO  LATINOAMERICANO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;4;3;5;1;32;32;272;324;-3;18;-14;1;0;1;-1;0;;;;;31.3;31.3;37.5;9.4;43.8;46.9;0;20240418;final20240418v1;2m;2023
13341;8;COLEGIO PART. KOMVUX - COQUIMBO;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;3;2;2;1;16;16;249;220;6;1;9;-24;0;0;0;-1;;;;;56.3;31.3;12.5;81.3;6.3;12.5;0;20240418;final20240418v1;2m;2023
2103;2;LICEO BICENTENARIO INDUSTRIAL PRESIDENTE PEDRO AGUIRRE;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;5;2;2;1;105;105;203;223;-6;0;-37;-21;0;0;-1;-1;;;;;82.9;14.3;2.9;76.2;18.1;5.7;0;20240418;final20240418v1;2m;2023
16587;5;LICEO POLIVALENTE SAGRADA FAMILIA;7;DEL MAULE;73;CURICÓ;7307;SAGRADA FAMILIA;71;Curico;2;1;1;1;119;116;215;229;2;8;-12;2;0;0;-1;0;;;;;75.6;16.8;7.6;67.2;28.4;4.3;0;20240418;final20240418v1;2m;2023
11177;5;COLEGIO PARROQUIAL SAN NICOLAS;5;DE VALPARAÍSO;55;QUILLOTA;5503;HIJUELAS;51;Quillota - Petorca;3;2;2;1;68;69;233;234;-3;9;-7;-10;0;0;-1;-1;;;;;66.2;16.2;17.6;65.2;24.6;10.1;0;20240418;final20240418v1;2m;2023
25180;1;COLEGIO RAYEN MAHUIDA;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13301;COLINA;137;Norte;4;3;5;1;8;9;217;252;-32;9;-69;-71;-1;0;-1;-1;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;2m;2023
12943;7;COLEGIO TECNICO INDUSTRIAL DON BOSCO;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;21;Antofagasta;3;2;2;1;188;184;241;263;11;13;1;19;1;1;0;1;;;;;59.6;27.7;12.8;42.9;38.0;19.0;0;20240418;final20240418v1;2m;2023
208;9;COLEGIO BICENTENARIO SAGRADA FAMILIA;2;DE ANTOFAGASTA;23;TOCOPILLA;2301;TOCOPILLA;21;Antofagasta;3;2;3;1;114;116;251;258;-1;17;-5;-6;0;1;-1;0;;;;;50.9;30.7;18.4;48.3;37.1;14.7;0;20240418;final20240418v1;2m;2023
4536;5;LICEO COMERCIAL FEMENINO DE CONCEPCION;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;5;2;1;1;44;45;237;238;-1;7;10;11;0;0;1;1;;;;;61.4;34.1;4.5;64.4;31.1;4.4;0;20240418;final20240418v1;2m;2023
4287;0;LICEO AGRÍCOLA Y FORESTAL EL HUERTÓN;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;5;2;1;1;110;117;218;240;22;24;-9;13;1;1;-1;1;;;;;76.4;12.7;10.9;59.0;34.2;6.8;0;20240418;final20240418v1;2m;2023
3540;8;LICEO POLITECNICO PEDRO AGUIRRE CERDA;7;DEL MAULE;72;CAUQUENES;7201;CAUQUENES;74;Cauquenes;2;1;1;1;84;79;198;205;-14;-1;-29;-22;-1;0;-1;-1;;;;;79.8;20.2;0.0;86.1;13.9;0.0;0;20240418;final20240418v1;2m;2023
2793;6;INSTITUTO POLITECNICO BICENTENARIO JUAN TERRIER DAILLY;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;5;2;1;1;263;262;256;271;21;21;29;44;1;1;1;1;;;;;40.7;40.3;19.0;35.9;44.7;19.5;0;20240418;final20240418v1;2m;2023
1774;4;SEMINARIO SAN RAFAEL;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;4;3;5;1;58;58;282;333;21;44;-4;10;1;1;0;1;;;;;25.9;27.6;46.6;3.4;41.4;55.2;0;20240418;final20240418v1;2m;2023
14260;3;COLEGIO LORD COCHRANE ANEXO;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;4;3;4;1;17;17;243;246;-34;-24;-26;-42;-1;0;-1;-1;;;;;58.8;35.3;5.9;58.8;35.3;5.9;0;20240418;final20240418v1;2m;2023
12551;2;LIC.PADRE ALBERTO HURTADO CRUCHAGA;1;DE TARAPACÁ;14;TAMARUGAL;1405;PICA;14;Tamarugal;2;1;1;2;141;143;232;246;-12;-7;5;19;-1;0;1;1;;;;;60.3;29.8;9.9;56.6;33.6;9.8;0;20240418;final20240418v1;2m;2023
9385;8;COLEGIO LE MONDE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;3;1;73;64;279;277;24;15;23;13;1;1;1;1;;;;;19.2;46.6;34.2;31.3;45.3;23.4;0;20240418;final20240418v1;2m;2023
12090;1;COLEGIO TERRANOVA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13113;LA REINA;133;Oriente;4;3;5;1;8;10;273;323;29;75;-13;0;1;1;0;0;;;;;0.0;0.0;0.0;20.0;10.0;70.0;0;20240418;final20240418v1;2m;2023
31074;3;LICEO BICENTENARIO DE NIÑAS DE MAIPU;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;1;1;3;1;131;134;281;279;1;-9;25;15;0;0;1;1;;;;;22.9;38.2;38.9;35.8;36.6;27.6;0;20240418;final20240418v1;2m;2023
3434;7;LICEO GUILLERMO MARIN LARRAIN;7;DEL MAULE;74;LINARES;7405;RETIRO;73;Linares;2;1;1;1;154;141;234;234;18;9;7;7;1;0;1;1;;;;;65.6;22.1;12.3;56.7;40.4;2.8;0;20240418;final20240418v1;2m;2023
5057;1;LICEO TÉCNICO PESQUERO FILIDOR GAETE MONSÁLVEZ;8;DEL BIOBÍO;82;ARAUCO;8202;ARAUCO;84;Arauco;2;1;1;2;19;19;246;207;15;-6;19;-20;0;0;1;-1;;;;;42.1;47.4;10.5;84.2;15.8;0.0;0;20240418;final20240418v1;2m;2023
1582;2;COLEGIO LUTERANO CONCORDIA;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;3;2;3;1;53;53;259;274;4;16;3;10;0;1;0;1;;;;;43.4;30.2;26.4;47.2;28.3;24.5;0;20240418;final20240418v1;2m;2023
24894;0;COLEGIO ARAUCARIA CORDILLERA;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;3;1;41;40;260;257;9;1;4;-7;0;0;0;0;;;;;39.0;34.1;26.8;47.5;37.5;15.0;0;20240418;final20240418v1;2m;2023
25727;3;LICEO PART. SALESIANO MANUEL ARRIARAN BARROS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13109;LA CISTERNA;132;Sur;3;2;4;1;116;113;259;298;37;34;-10;10;1;1;-1;1;;;;;42.2;29.3;28.4;25.7;31.0;43.4;0;20240418;final20240418v1;2m;2023
337;9;COLEGIO SANTA TERESITA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;21;Antofagasta;3;2;4;1;83;84;261;277;0;5;-8;-11;0;0;-1;-1;;;;;39.8;38.6;21.7;31.0;40.5;28.6;0;20240418;final20240418v1;2m;2023
10075;7;LICEO POLIVALENTE LOS HEROES DE LA CONCEPCIÓN;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13103;CERRO NAVIA;134;Poniente;6;4;1;1;61;58;220;216;-11;12;-7;-11;0;0;-1;-1;;;;;73.8;13.1;13.1;77.6;20.7;1.7;0;20240418;final20240418v1;2m;2023
26305;2;COLEGIO MONTAHUE DE PEÑALOLEN;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13122;PEÑALOLÉN;133;Oriente;4;3;5;1;7;6;275;308;;;-11;-15;;;0;0;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;2m;2023
40371;7;COLEGIO SAN CARLOS DE LAS CABRAS;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6107;LAS CABRAS;61;Cachapoal;3;2;2;1;71;71;241;222;14;20;1;-22;1;1;0;-1;;;;;54.9;22.5;22.5;70.4;23.9;5.6;0;20240418;final20240418v1;2m;2023
5661;8;LICEO ADVENTISTA DE TEMUCO;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;3;1;72;69;266;254;19;10;10;-10;1;0;1;-1;;;;;33.3;33.3;33.3;56.5;27.5;15.9;0;20240418;final20240418v1;2m;2023
16716;9;LICEO BICENTENARIO ZAPALLAR DE CURICO;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;2;1;3;1;151;157;276;292;7;1;20;28;0;0;1;1;;;;;27.8;33.8;38.4;26.1;38.2;35.7;0;20240418;final20240418v1;2m;2023
9634;2;COLEGIO MARISTA MARCELINO CHAMPAGNAT;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13112;LA PINTANA;136;Cordillera;3;2;1;1;151;152;232;231;10;17;5;4;1;1;1;0;;;;;64.2;28.5;7.3;68.4;27.6;3.9;0;20240418;final20240418v1;2m;2023
6929;9;LICEO BICENTENARIO ALBERTO BLEST GANA;14;DE LOS RÍOS;141;VALDIVIA;14104;LOS LAGOS;141;Valdivia;2;1;2;1;143;150;228;218;0;-5;-12;-26;0;0;-1;-1;;;;;62.2;27.3;10.5;76.0;21.3;2.7;0;20240418;final20240418v1;2m;2023
400;6;LICEO BICENTENARIO MERCEDES FRITIS MACKENNEY;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;31;Copiapo - Chanaral;6;4;;1;;;;;;;;;;;;;;;;;;;;;;;5;20240418;final20240418v1;2m;2023
13384;1;SAINT JOHN´S SCHOOL;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;3;2;3;1;68;68;248;259;-16;-9;-8;-5;-1;0;-1;0;;;;;45.6;35.3;19.1;50.0;33.8;16.2;0;20240418;final20240418v1;2m;2023
26368;0;COLEGIO SAN FRANCISCO DE SALES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;3;1;34;33;250;236;-3;-10;-6;-28;0;0;0;-1;;;;;47.1;38.2;14.7;72.7;18.2;9.1;0;20240418;final20240418v1;2m;2023
19962;1;SOUTHERN OXFORD SCHOOL;9;DE LA ARAUCANÍA;91;CAUTÍN;9120;VILLARRICA;93;Cautin Sur;4;3;5;1;17;18;308;326;32;35;22;3;1;1;1;0;;;;;5.9;41.2;52.9;11.1;33.3;55.6;0;20240418;final20240418v1;2m;2023
45;0;COLEGIO ITALIANO SANTA ANA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;3;2;3;1;51;53;271;298;-6;;15;34;0;;1;1;;;;1;31.4;41.2;27.5;26.4;30.2;43.4;0;20240418;final20240418v1;2m;2023
13527;5;COLEGIO AGUILA MAYOR;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;4;3;5;1;14;14;272;299;-1;16;-14;-24;0;0;-1;-1;;;;;35.7;21.4;42.9;28.6;35.7;35.7;0;20240418;final20240418v1;2m;2023
17855;1;COLEGIO INMACULADA CONCEPCION;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;3;2;4;1;58;56;277;277;-1;-18;8;-11;0;-1;1;-1;;;;;24.1;46.6;29.3;37.5;35.7;26.8;0;20240418;final20240418v1;2m;2023
4871;2;LICEO COPIULEMU;8;DEL BIOBÍO;81;CONCEPCIÓN;8104;FLORIDA;83;Concepcion;6;4;2;2;20;20;231;228;11;-16;-9;-16;0;0;-1;0;;;;;65.0;25.0;10.0;70.0;30.0;0.0;0;20240418;final20240418v1;2m;2023
8950;8;COLEGIO COMPANIA DE MARIA-SEMINARIO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13123;PROVIDENCIA;133;Oriente;4;3;5;1;44;45;300;339;17;35;14;16;1;1;1;1;;;;;4.5;43.2;52.3;4.4;17.8;77.8;0;20240418;final20240418v1;2m;2023
26268;4;COLEGIO SAINT LOUIS SCHOOL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;4;3;5;1;55;58;251;276;1;16;-35;-47;0;0;-1;-1;;;;;45.5;40.0;14.5;36.2;39.7;24.1;0;20240418;final20240418v1;2m;2023
17606;0;COLEGIO CONCEPCION SAN PEDRO;8;DEL BIOBÍO;81;CONCEPCIÓN;8108;SAN PEDRO DE LA PAZ;83;Concepcion;4;3;5;1;89;91;286;320;6;14;0;-3;0;1;0;0;;;;;21.3;28.1;50.6;22.0;20.9;57.1;0;20240418;final20240418v1;2m;2023
3348;0;LICEO ARTURO ALESSANDRI PALMA;7;DEL MAULE;74;LINARES;7403;LONGAVÍ;73;Linares;2;1;1;1;111;114;217;228;19;27;-10;1;1;1;-1;0;;;;;75.7;15.3;9.0;71.1;23.7;5.3;0;20240418;final20240418v1;2m;2023
13178;4;COLEGIO HISPANO AMÉRICA;3;DE ATACAMA;32;CHAÑARAL;3201;CHAÑARAL;31;Copiapo - Chanaral;3;2;3;1;16;19;235;216;-8;-7;-21;-48;0;0;-1;-1;;;;;75.0;25.0;0.0;78.9;21.1;0.0;0;20240418;final20240418v1;2m;2023
6643;5;LICEO INTERCULTURAL TÉCNICO PROFESIONAL GUACOLDA;9;DE LA ARAUCANÍA;91;CAUTÍN;9121;CHOLCHOL;92;Cautin Norte;3;2;1;1;76;77;223;213;-2;0;-4;-14;0;0;0;-1;;;;;69.7;23.7;6.6;83.1;14.3;2.6;0;20240418;final20240418v1;2m;2023
1184;3;COLEGIO TECNICO PROFESIONAL MERCEDES MATURANA GALLARDO;5;DE VALPARAÍSO;54;PETORCA;5405;ZAPALLAR;51;Quillota - Petorca;2;1;2;2;33;33;214;227;15;9;-26;-17;1;0;-1;-1;;;;;72.7;24.2;3.0;66.7;27.3;6.1;0;20240418;final20240418v1;2m;2023
24496;1;COLEGIO COMERCIAL DE PENAFLOR;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13605;PEÑAFLOR;135;Talagante;3;2;1;1;58;58;227;234;6;2;0;7;0;0;0;0;;;;;65.5;31.0;3.4;62.1;34.5;3.4;0;20240418;final20240418v1;2m;2023
15840;2;COLEGIO TECNOLÓGICO PULMAHUE;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;3;2;2;1;54;54;240;236;12;17;0;-8;1;0;0;0;;;;;55.6;24.1;20.4;70.4;24.1;5.6;0;20240418;final20240418v1;2m;2023
2309;4;CENTRO EDUCACIONAL ASUNCION;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6115;RENGO;61;Cachapoal;3;2;2;1;67;68;241;250;-4;12;1;6;0;0;0;0;;;;;61.2;29.9;9.0;54.4;35.3;10.3;0;20240418;final20240418v1;2m;2023
18004;1;LICEO BICENTENARIO TÉCNICO PROFESIONAL ALONSO DE ERCILLA Y ZÚÑIGA;8;DEL BIOBÍO;82;ARAUCO;8203;CAÑETE;84;Arauco;2;1;1;1;110;113;223;226;13;9;-4;-1;1;0;0;0;;;;;68.2;26.4;5.5;71.7;23.9;4.4;0;20240418;final20240418v1;2m;2023
14901;2;COLEGIO SIMON BOLIVAR;5;DE VALPARAÍSO;55;QUILLOTA;5501;QUILLOTA;51;Quillota - Petorca;3;2;3;1;56;55;251;269;15;10;-5;5;1;0;0;0;;;;;39.3;39.3;21.4;40.0;38.2;21.8;0;20240418;final20240418v1;2m;2023
3248;4;INSTITUTO COMERCIAL;7;DEL MAULE;74;LINARES;7401;LINARES;73;Linares;2;1;1;1;206;185;243;262;16;28;16;35;1;1;1;1;;;;;55.3;27.2;17.5;45.4;35.7;18.9;0;20240418;final20240418v1;2m;2023
8409;3;LICEO PIONEROS DEL SUR;11;DE AYSÉN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;113;CAPITÁN PRAT;11302;O'HIGGINS;111;Coyhaique;2;1;2;2;7;7;269;254;36;20;29;10;1;0;1;0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;2m;2023
8658;4;COLEGIO FRANCISCO ARRIARAN;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;3;2;3;1;69;70;285;307;13;31;29;43;1;1;1;1;;;;;23.2;36.2;40.6;22.9;28.6;48.6;0;20240418;final20240418v1;2m;2023
20311;4;COLEGIO HUINGANAL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13115;LO BARNECHEA;133;Oriente;4;3;5;1;36;35;296;335;16;7;10;12;1;0;1;1;;;;;11.1;36.1;52.8;0.0;34.3;65.7;0;20240418;final20240418v1;2m;2023
2166;0;INSTITUTO REGIONAL DE EDUCACION;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;3;2;3;1;85;94;233;226;-3;-2;-23;-38;0;0;-1;-1;;;;;65.9;28.2;5.9;71.3;26.6;2.1;0;20240418;final20240418v1;2m;2023
10573;2;CENTRO EDUCACIONAL MATIAS COUSINO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13105;EL BOSQUE;132;Sur;2;1;2;1;32;32;241;239;7;12;1;-5;0;0;0;0;;;;;56.3;12.5;31.3;59.4;37.5;3.1;0;20240418;final20240418v1;2m;2023
25329;4;COLEGIO SANTA CRUZ DE CHICUREO;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13301;COLINA;137;Norte;4;3;5;1;53;54;287;361;-1;-8;1;38;0;0;0;1;;;;;20.8;30.2;49.1;3.7;18.5;77.8;0;20240418;final20240418v1;2m;2023
22083;3;COLEGIO ALMIRANTE JUAN JOSE LATORRE;10;DE LOS LAGOS;104;PALENA;10401;CHAITÉN;104;Palena;2;1;2;2;29;29;245;260;40;45;5;16;1;1;0;1;;;;;58.6;20.7;20.7;44.8;41.4;13.8;0;20240418;final20240418v1;2m;2023
13427;9;COLEGIO LOS CONQUISTADORES;4;DE COQUIMBO;43;LIMARÍ;4303;MONTE PATRIA;42;Limari;3;2;2;2;69;69;253;286;15;34;13;42;1;1;1;1;;;;;49.3;34.8;15.9;33.3;36.2;30.4;0;20240418;final20240418v1;2m;2023
26411;3;COLEGIO NOVA TERRA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;3;1;60;58;225;234;-3;9;-31;-30;0;0;-1;-1;;;;;63.3;23.3;13.3;65.5;24.1;10.3;0;20240418;final20240418v1;2m;2023
3640;4;INSTITUTO SUPERIOR DE COMERCIO PROFESOR FERNANDO PÉREZ BECERRA;16;DE ÑUBLE;161;DIGUILLÍN;16101;CHILLÁN;161;Diguillín;5;2;1;1;141;149;221;227;-5;-5;-6;0;0;0;-1;0;;;;;70.9;21.3;7.8;71.8;24.2;4.0;0;20240418;final20240418v1;2m;2023
1969;0;COLEGIO CHARLES DARWIN;5;DE VALPARAÍSO;58;MARGA MARGA;5804;VILLA ALEMANA;53;Valparaiso - Isla de Pascua;1;1;1;1;20;21;204;213;-23;-4;-23;-14;-1;0;-1;0;;;;;80.0;20.0;0.0;76.2;23.8;0.0;0;20240418;final20240418v1;2m;2023
7542;6;LICEO JOSE TORIBIO MEDINA;10;DE LOS LAGOS;103;OSORNO;10305;RÍO NEGRO;103;Osorno;2;1;1;1;49;49;238;227;6;16;11;0;0;0;1;0;;;;;57.1;30.6;12.2;77.6;10.2;12.2;0;20240418;final20240418v1;2m;2023
8206;6;LICEO BICENTENARIO MANUEL JESUS ANDRADE BORQUEZ;10;DE LOS LAGOS;102;CHILOÉ;10203;CHONCHI;102;Chiloe;1;1;1;1;84;89;214;226;4;-9;-13;-1;0;0;-1;0;;;;;71.4;22.6;6.0;76.4;18.0;5.6;0;20240418;final20240418v1;2m;2023
3961;6;LICEO POLIVALENTE TOMÁS ARNALDO HERRERA VEGA;16;DE ÑUBLE;161;DIGUILLÍN;16105;PEMUCO;161;Diguillín;2;1;1;1;62;60;220;222;-6;7;-7;-5;0;0;-1;0;;;;;74.2;14.5;11.3;80.0;18.3;1.7;0;20240418;final20240418v1;2m;2023
15700;7;COLEGIO LA REPUBLICA;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;3;2;4;1;61;65;266;312;-9;-9;-3;24;0;0;0;1;;;;;39.3;29.5;31.1;10.8;41.5;47.7;0;20240418;final20240418v1;2m;2023
24213;6;LICEO BICENTENARIO SANTA TERESA DE LOS ANDES;11;DE AYSÉN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;112;AYSÉN;11201;AYSÉN;111;Coyhaique;3;2;4;1;19;22;268;287;;-4;;-1;;0;;0;2;;1;;47.4;15.8;36.8;31.8;40.9;27.3;0;20240418;final20240418v1;2m;2023
8893;5;COLEGIO INTERNACIONAL SEK CHILE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;98;100;299;344;4;17;13;21;0;1;1;1;;;;;14.3;24.5;61.2;6.0;26.0;68.0;0;20240418;final20240418v1;2m;2023
25541;6;COLEGIO PART. JOSEFINO SANTISIMA TRINIDAD;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13123;PROVIDENCIA;133;Oriente;3;2;5;1;37;37;279;285;18;-3;-7;-38;1;0;0;-1;;;;;24.3;35.1;40.5;21.6;51.4;27.0;0;20240418;final20240418v1;2m;2023
2278;0;LICEO SAN JOSE DE REQUINOA;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6116;REQUÍNOA;61;Cachapoal;3;2;2;1;145;145;261;259;21;18;21;15;1;1;1;1;;;;;40.0;35.2;24.8;46.9;36.6;16.6;0;20240418;final20240418v1;2m;2023
1923;2;COLEGIO CRISTIANO DE QUILPUE;5;DE VALPARAÍSO;58;MARGA MARGA;5801;QUILPUÉ;53;Valparaiso - Isla de Pascua;3;2;2;1;63;64;248;242;-11;-4;8;-2;0;0;1;0;;;;;46.0;33.3;20.6;60.9;29.7;9.4;0;20240418;final20240418v1;2m;2023
16410;0;COLEGIO ABATE MOLINA;7;DEL MAULE;74;LINARES;7403;LONGAVÍ;73;Linares;3;2;2;1;37;42;244;247;-3;3;4;3;0;0;0;0;;;;;59.5;18.9;21.6;64.3;23.8;11.9;0;20240418;final20240418v1;2m;2023
6832;2;COLEGIO MARIA AUXILIADORA;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;3;2;3;1;56;54;267;270;-14;-8;11;6;-1;0;1;0;;;;;44.6;26.8;28.6;33.3;50.0;16.7;0;20240418;final20240418v1;2m;2023
12829;5;COL  LEONARDO DA VINCI;2;DE ANTOFAGASTA;22;EL LOA;2201;CALAMA;22;El Loa;4;3;5;1;43;43;277;330;-5;51;-9;7;0;1;-1;1;;;;;23.3;37.2;39.5;9.3;23.3;67.4;0;20240418;final20240418v1;2m;2023
6500;5;COMPLEJO EDUCACIONAL DARÍO SALAS;9;DE LA ARAUCANÍA;91;CAUTÍN;9102;CARAHUE;92;Cautin Norte;6;4;2;1;80;84;242;250;14;31;2;6;1;1;0;0;;;;;53.8;35.0;11.3;51.2;38.1;10.7;0;20240418;final20240418v1;2m;2023
