rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect2m_rbd;nalu_mate2m_rbd;prom_lect2m_rbd;prom_mate2m_rbd;dif_lect2m_rbd;dif_mate2m_rbd;difgru_lect2m_rbd;difgru_mate2m_rbd;sigdif_lect2m_rbd;sigdif_mate2m_rbd;siggru_lect2m_rbd;siggru_mate2m_rbd;marca_lect2m_rbd;marca_mate2m_rbd;marcadif_lect2m_rbd;marcadif_mate2m_rbd;palu_eda_ins_lect2m_rbd;palu_eda_ele_lect2m_rbd;palu_eda_ade_lect2m_rbd;palu_eda_ins_mate2m_rbd;palu_eda_ele_mate2m_rbd;palu_eda_ade_mate2m_rbd;noaplica;fecha_bbdd;codigo_bbdd;grado;agno
14324;3;COLEGIO WILLIAM JAMES;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;4;3;5;1;7;7;245;262;;;-41;-61;;;-1;-1;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;2m;2023
6830;6;COLEGIO NUESTRA SENORA DEL CARMEN;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;3;2;3;1;56;54;260;229;-3;-24;4;-35;0;-1;0;-1;;;;;28.6;50.0;21.4;68.5;25.9;5.6;0;20240418;final20240418v1;2m;2023
7826;3;COLEGIO SAN MIGUEL;10;DE LOS LAGOS;101;LLANQUIHUE;10102;CALBUCO;101;Llanquihue;3;2;3;1;105;106;241;240;-2;-1;-15;-24;0;0;-1;-1;;;;;59.0;27.6;13.3;60.4;31.1;8.5;0;20240418;final20240418v1;2m;2023
40126;9;COLEGIO RAUL SILVA HENRIQUEZ;4;DE COQUIMBO;43;LIMARÍ;4301;OVALLE;42;Limari;2;1;1;1;69;71;234;237;12;17;7;10;1;1;1;1;;;;;62.3;34.8;2.9;62.0;32.4;5.6;0;20240418;final20240418v1;2m;2023
18237;0;COLEGIO AMANECER SAN CARLOS;8;DEL BIOBÍO;81;CONCEPCIÓN;8108;SAN PEDRO DE LA PAZ;83;Concepcion;3;2;3;1;63;60;257;274;14;25;1;10;1;1;0;1;;;;;42.9;31.7;25.4;40.0;38.3;21.7;0;20240418;final20240418v1;2m;2023
31327;0;COLEGIO ALICANTE DEL VALLE;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;4;1;231;232;281;301;19;8;12;13;1;0;1;1;;;;;22.5;32.5;45.0;23.3;35.8;40.9;0;20240418;final20240418v1;2m;2023
6853;5;LICEO POLITECNICO PESQUERO;14;DE LOS RÍOS;141;VALDIVIA;14106;MARIQUINA;141;Valdivia;2;1;1;2;18;13;225;219;10;;-2;;0;;0;;;2;;1;66.7;22.2;11.1;76.9;23.1;0.0;0;20240418;final20240418v1;2m;2023
26372;2;COLEGIO SAN LUCAS DE LO ESPEJO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13116;LO ESPEJO;132;Sur;3;2;1;1;55;55;242;236;7;8;15;9;0;0;1;1;;;;;50.9;32.7;16.4;61.8;32.7;5.5;0;20240418;final20240418v1;2m;2023
9060;3;LICEO POLITECNICO PEDRO DE VALDIVIA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;5;2;3;1;78;80;236;245;2;-2;-20;-19;0;0;-1;-1;;;;;64.1;16.7;19.2;63.8;23.8;12.5;0;20240418;final20240418v1;2m;2023
12117;7;COMPLEJO EDUCACIONAL J. MIGUEL CARRERA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13125;QUILICURA;137;Norte;2;1;1;1;160;160;216;222;-3;6;-11;-5;0;0;-1;0;;;;;78.1;15.0;6.9;70.0;26.3;3.8;0;20240418;final20240418v1;2m;2023
12781;7;AMAZING GRACE ENGLISH SCHOOL;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;4;3;5;1;46;45;291;312;14;8;5;-11;1;0;0;-1;;;;;17.4;34.8;47.8;13.3;37.8;48.9;0;20240418;final20240418v1;2m;2023
22436;7;THE MISSION COLLEGE;10;DE LOS LAGOS;103;OSORNO;10301;OSORNO;103;Osorno;3;2;1;1;116;114;221;230;-16;2;-6;3;-1;0;-1;0;;;;;68.1;21.6;10.3;71.1;21.9;7.0;0;20240418;final20240418v1;2m;2023
13445;7;COLEGIO ESPANOL;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;3;2;3;1;43;41;241;214;26;-5;-15;-50;1;0;-1;-1;;;;;53.5;34.9;11.6;75.6;22.0;2.4;0;20240418;final20240418v1;2m;2023
17859;4;COLEGIO ALMONDALE;8;DEL BIOBÍO;81;CONCEPCIÓN;8108;SAN PEDRO DE LA PAZ;83;Concepcion;3;2;5;1;90;90;291;335;25;22;5;12;1;1;1;1;;;;;15.6;38.9;45.6;4.4;26.7;68.9;0;20240418;final20240418v1;2m;2023
6452;1;LICEO REINO DE SUECIA;9;DE LA ARAUCANÍA;91;CAUTÍN;9116;SAAVEDRA;92;Cautin Norte;6;4;1;1;39;37;222;194;14;-11;-5;-33;1;0;0;-1;;;;;66.7;30.8;2.6;97.3;2.7;0.0;0;20240418;final20240418v1;2m;2023
6120;4;COLEGIO ALBERTO HURTADO;9;DE LA ARAUCANÍA;91;CAUTÍN;9120;VILLARRICA;93;Cautin Sur;3;2;2;1;83;84;239;266;18;44;-1;22;1;1;0;1;;;;;56.6;28.9;14.5;48.8;32.1;19.0;0;20240418;final20240418v1;2m;2023
1875;9;COLEGIO MAITENCILLO;5;DE VALPARAÍSO;51;VALPARAÍSO;5105;PUCHUNCAVÍ;53;Valparaiso - Isla de Pascua;2;1;2;1;24;25;225;228;;;-15;-16;;;-1;-1;;;1;1;70.8;29.2;0.0;76.0;20.0;4.0;0;20240418;final20240418v1;2m;2023
1397;8;ESCUELA PARTICULAR INDUSTRIAL E. BERTELSEN TEMPLE;5;DE VALPARAÍSO;55;QUILLOTA;5501;QUILLOTA;51;Quillota - Petorca;3;2;2;1;124;123;244;247;;;4;3;;;0;0;;;1;1;54.0;27.4;18.5;55.3;34.1;10.6;0;20240418;final20240418v1;2m;2023
1520;2;LICEO BICENTENARIO MARITIMO DE VALPARAISO;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;6;4;3;1;94;102;240;255;6;13;-16;-9;0;0;-1;-1;;;;;57.4;28.7;13.8;42.2;47.1;10.8;0;20240418;final20240418v1;2m;2023
22459;6;COLEGIO LAICO VALDIVIA;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;3;2;4;1;23;24;261;243;;;-8;-45;;;0;-1;;;1;1;43.5;26.1;30.4;58.3;29.2;12.5;0;20240418;final20240418v1;2m;2023
69;8;JUNIOR COLLEGE;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;4;3;5;1;50;51;271;309;-21;-31;-15;-14;-1;-1;-1;-1;;;;;30.0;36.0;34.0;15.7;43.1;41.2;0;20240418;final20240418v1;2m;2023
12094;4;COLEGIO SAN ESTEBAN DIÁCONO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13132;VITACURA;133;Oriente;4;3;5;1;45;48;283;310;46;37;-3;-13;1;1;0;-1;;;;;26.7;24.4;48.9;22.9;25.0;52.1;0;20240418;final20240418v1;2m;2023
11430;8;COLEGIO TERESIANO PADRE ENRIQUE;8;DEL BIOBÍO;83;BIOBÍO;8306;NACIMIENTO;82;Bio Bio;3;2;3;1;87;87;261;272;2;-1;5;8;0;0;1;1;;;;;37.9;39.1;23.0;42.5;29.9;27.6;0;20240418;final20240418v1;2m;2023
16508;5;COLEGIO HISPANOCHILENO EL PILAR;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;3;2;4;1;61;59;261;284;-19;-13;-8;-4;-1;0;-1;0;;;;;42.6;31.1;26.2;27.1;44.1;28.8;0;20240418;final20240418v1;2m;2023
14819;9;COLEGIO CERVANTINO;5;DE VALPARAÍSO;57;SAN FELIPE DE ACONCAGUA;5705;PUTAENDO;52;San Felipe - Los Andes;3;2;3;1;19;19;256;270;6;9;0;6;0;0;0;0;;;;;42.1;26.3;31.6;42.1;31.6;26.3;0;20240418;final20240418v1;2m;2023
25562;9;ESC BASICA PART SAN JOSE DE LA FAMILIA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13112;LA PINTANA;136;Cordillera;3;2;2;1;84;77;252;261;-3;-7;12;17;0;0;1;1;;;;;45.2;45.2;9.5;46.8;39.0;14.3;0;20240418;final20240418v1;2m;2023
22313;1;COLEGIO CARDENAL RAUL SILVA HENRIQUEZ;14;DE LOS RÍOS;141;VALDIVIA;14107;PAILLACO;141;Valdivia;3;2;1;1;13;11;213;233;-27;-9;-14;6;-1;0;-1;0;;;;;69.2;15.4;15.4;54.5;36.4;9.1;0;20240418;final20240418v1;2m;2023
40295;8;COLEGIO MAHATMA GANDHI;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;3;2;3;1;70;68;246;227;11;-20;-10;-37;0;-1;-1;-1;;;;;51.4;31.4;17.1;64.7;32.4;2.9;0;20240418;final20240418v1;2m;2023
10906;1;COLEGIO FORD COLLEGE;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;3;2;4;1;30;29;263;264;-14;-21;-6;-24;0;-1;0;-1;;;;;46.7;13.3;40.0;48.3;34.5;17.2;0;20240418;final20240418v1;2m;2023
13491;0;COLEGIO ALTAZOR;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;3;2;3;1;61;58;228;223;1;-8;-28;-41;0;0;-1;-1;;;;;68.9;19.7;11.5;74.1;22.4;3.4;0;20240418;final20240418v1;2m;2023
8914;1;COLEGIO WILLIAM KILPATRICK;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;9;9;283;283;;;;;;;;;2;2;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;2m;2023
8991;5;COLEGIO PADRE HURTADO Y JUANITA DE LOS ANDES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;100;101;303;348;22;8;17;25;1;0;1;1;;;;;6.0;32.0;62.0;2.0;26.7;71.3;0;20240418;final20240418v1;2m;2023
2084;2;COLEGIO CARLOS ALESSANDRI ALTAMIRANO;5;DE VALPARAÍSO;56;SAN ANTONIO;5602;ALGARROBO;54;San Antonio;2;1;2;1;96;106;224;199;;-13;-16;-45;;0;-1;-1;;;1;;71.9;21.9;6.3;90.6;8.5;0.9;0;20240418;final20240418v1;2m;2023
16485;2;COLEGIO GARDEN COLLEGE;7;DEL MAULE;72;CAUQUENES;7201;CAUQUENES;74;Cauquenes;3;2;3;1;41;41;265;286;10;33;9;22;0;1;1;1;;;;;39.0;31.7;29.3;26.8;46.3;26.8;0;20240418;final20240418v1;2m;2023
14470;3;LICEO POLITÉCNICO MARGA MARGA;5;DE VALPARAÍSO;58;MARGA MARGA;5801;QUILPUÉ;53;Valparaiso - Isla de Pascua;1;1;2;1;37;30;217;209;;3;-23;-35;;0;-1;-1;;;1;;78.4;16.2;5.4;86.7;13.3;0.0;0;20240418;final20240418v1;2m;2023
20298;3;COLEGIO PUENTE MAIPO;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;2;1;59;59;255;344;4;29;15;100;0;1;1;1;;;;;45.8;28.8;25.4;0.0;30.5;69.5;0;20240418;final20240418v1;2m;2023
9601;6;CENTRO EDUCACIONAL MUNICIPAL SAN RAMON;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13131;SAN RAMÓN;132;Sur;2;1;1;1;40;37;215;202;-30;-10;-12;-25;-1;0;-1;-1;;;;;85.0;15.0;0.0;89.2;10.8;0.0;0;20240418;final20240418v1;2m;2023
1443;5;LICEO INDUSTRIAL A-16 OSCAR CORONA BARAHO;5;DE VALPARAÍSO;55;QUILLOTA;5502;LA CALERA;51;Quillota - Petorca;5;2;1;1;177;174;194;223;;;-33;-4;;;-1;0;;;1;1;89.3;10.2;0.6;70.7;28.2;1.1;0;20240418;final20240418v1;2m;2023
16462;3;LICEO MONSEÑOR CARLOS GONZÁLEZ CRUCHAGA;7;DEL MAULE;71;TALCA;7101;TALCA;72;Talca;3;2;1;1;16;15;174;184;-65;-26;-53;-43;-1;0;-1;-1;;;;;93.8;6.3;0.0;93.3;6.7;0.0;0;20240418;final20240418v1;2m;2023
1048;0;LICEO NICOLAS FEDERICO LOHSE VARGAS;4;DE COQUIMBO;42;CHOAPA;4203;LOS VILOS;43;Choapa;2;1;2;1;131;132;215;213;-16;-16;-25;-31;-1;-1;-1;-1;;;;;76.3;18.3;5.3;78.0;18.2;3.8;0;20240418;final20240418v1;2m;2023
9701;2;LICEO POLIVALENTE OLOF PALME;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13109;LA CISTERNA;132;Sur;2;1;3;1;30;29;233;243;-3;23;-23;-21;0;1;-1;-1;;;;;70.0;26.7;3.3;55.2;44.8;0.0;0;20240418;final20240418v1;2m;2023
8868;4;COLEGIO LA GIROUETTE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;49;50;313;371;7;30;27;48;0;1;1;1;;;;;4.1;20.4;75.5;0.0;12.0;88.0;0;20240418;final20240418v1;2m;2023
15775;9;LICEO TECNICO PROFESIONAL SANTA ROSA;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;3;2;2;1;34;34;244;206;-2;-29;4;-38;0;-1;0;-1;;;;;55.9;32.4;11.8;85.3;14.7;0.0;0;20240418;final20240418v1;2m;2023
2794;4;LICEO TENO;7;DEL MAULE;73;CURICÓ;7308;TENO;71;Curico;2;1;1;1;82;81;212;208;1;-14;-15;-19;0;0;-1;-1;;;;;76.8;19.5;3.7;85.2;14.8;0.0;0;20240418;final20240418v1;2m;2023
14865;2;COLEGIO TECNICO ALIANZA EDUCACIONAL;5;DE VALPARAÍSO;58;MARGA MARGA;5802;LIMACHE;51;Quillota - Petorca;3;2;1;1;19;17;236;201;39;-6;9;-26;1;0;1;-1;;;;;52.6;31.6;15.8;82.4;17.6;0.0;0;20240418;final20240418v1;2m;2023
1735;3;LICEO PARROQUIAL SAN ANTONIO;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;3;1;116;117;246;259;5;1;-10;-5;0;0;-1;0;;;;;52.6;25.0;22.4;43.6;41.9;14.5;0;20240418;final20240418v1;2m;2023
20129;4;ESCUELA GRACIA Y PAZ;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;3;1;44;41;251;252;-1;10;-5;-12;0;0;0;-1;;;;;50.0;34.1;15.9;51.2;36.6;12.2;0;20240418;final20240418v1;2m;2023
2940;8;LICEO CARLOS CONDELL;7;DEL MAULE;71;TALCA;7101;TALCA;72;Talca;2;1;2;1;26;27;209;229;14;5;-31;-15;0;0;-1;-1;;;;;84.6;15.4;0.0;70.4;25.9;3.7;0;20240418;final20240418v1;2m;2023
12077;4;COLEGIO SAN MIGUEL DE LOS ANDES;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;3;1;75;78;243;247;15;1;-13;-17;1;0;-1;-1;;;;;50.7;29.3;20.0;59.0;30.8;10.3;0;20240418;final20240418v1;2m;2023
25061;9;COLEGIO POLIVALENTE RAULÍ;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;1;1;55;55;217;214;-21;1;-10;-13;-1;0;-1;-1;;;;;80.0;14.5;5.5;83.6;16.4;0.0;0;20240418;final20240418v1;2m;2023
24812;6;COLEGIO POLIV. SAN JOSE DE RENCA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13128;RENCA;134;Poniente;3;2;2;1;58;56;264;289;-6;6;24;45;0;0;1;1;;;;;37.9;39.7;22.4;23.2;51.8;25.0;0;20240418;final20240418v1;2m;2023
8496;4;LICEO JOSÉ DE SAN MARTIN;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;2;1;3;1;76;79;236;230;10;5;-20;-34;0;0;-1;-1;;;;;61.8;21.1;17.1;68.4;25.3;6.3;0;20240418;final20240418v1;2m;2023
9077;8;COMPLEJO EDUC.MUN. BRIGIDA  WALKER.;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;1;1;3;1;73;75;242;233;;;;;;;;;2;2;1;1;49.3;34.2;16.4;69.3;22.7;8.0;0;20240418;final20240418v1;2m;2023
12658;6;LICEO AGR. TEC. PROF. PADRE FRANCISCO NAPOLITANO;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;3;2;1;2;16;16;197;194;-16;-10;-30;-33;0;0;-1;-1;;;;;93.8;6.3;0.0;93.8;6.3;0.0;0;20240418;final20240418v1;2m;2023
9409;9;LICEO COMERCIAL INSTITUTO SUPERIOR DE COMERCIO DE CHILE (EX A99);13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13130;SAN MIGUEL;131;Centro;5;2;2;1;116;119;244;244;3;-3;4;0;0;0;0;0;;;;;50.0;32.8;17.2;59.7;26.9;13.4;0;20240418;final20240418v1;2m;2023
25393;6;COLEGIO QUINTO CENTENARIO CORDILLERA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;4;1;50;52;244;240;0;4;-25;-48;0;0;-1;-1;;;;;52.0;24.0;24.0;55.8;36.5;7.7;0;20240418;final20240418v1;2m;2023
8828;5;LICEO BICENTENARIO SIMON BOLIVAR;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;1;1;3;1;57;62;282;343;-5;18;26;79;0;1;1;1;;;;;21.1;29.8;49.1;1.6;27.4;71.0;0;20240418;final20240418v1;2m;2023
4500;4;LICEO ISIDORA AGUIRRE TUPPER;8;DEL BIOBÍO;83;BIOBÍO;8310;SAN ROSENDO;82;Bio Bio;2;1;2;1;21;20;265;254;-8;-5;25;10;0;0;1;0;;;;;33.3;47.6;19.0;55.0;35.0;10.0;0;20240418;final20240418v1;2m;2023
20235;5;GEORGE CHAYTOR ENGLISH COLLEGE;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;4;3;5;1;60;56;270;295;-17;-7;-16;-28;-1;0;-1;-1;;;;;31.7;40.0;28.3;33.9;33.9;32.1;0;20240418;final20240418v1;2m;2023
9824;8;COMPLEJO EDUCACIONAL STELLA MARIS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13105;EL BOSQUE;132;Sur;3;2;2;1;77;68;260;232;44;12;20;-12;1;0;1;-1;;;;;41.6;31.2;27.3;67.6;25.0;7.4;0;20240418;final20240418v1;2m;2023
14673;0;COLEGIO NUEVA ERA SIGLO XXI QUILLOTA;5;DE VALPARAÍSO;55;QUILLOTA;5501;QUILLOTA;51;Quillota - Petorca;3;2;3;1;36;34;252;256;10;5;-4;-8;0;0;0;0;;;;;47.2;36.1;16.7;44.1;44.1;11.8;0;20240418;final20240418v1;2m;2023
361;1;COL. THE ANTOFAGASTA BRITISH SCHOOL;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;21;Antofagasta;4;3;5;1;43;42;286;312;8;-9;0;-11;0;0;0;-1;;;;;25.6;20.9;53.5;16.7;35.7;47.6;0;20240418;final20240418v1;2m;2023
9183;9;ESC.PARA SORDOS DR. OTTE GABLER;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13129;SAN JOAQUÍN;131;Centro;3;2;;1;;;;;;;;;;;;;;;;;;;;;;;1;20240418;final20240418v1;2m;2023
22499;5;INSTITUTO INGLES ANTUQUENU;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;3;2;2;1;105;102;242;229;5;-1;2;-15;0;0;0;-1;;;;;52.4;31.4;16.2;67.6;28.4;3.9;0;20240418;final20240418v1;2m;2023
4560;8;LICEO CHIGUAYANTE;8;DEL BIOBÍO;81;CONCEPCIÓN;8103;CHIGUAYANTE;83;Concepcion;6;4;2;1;17;15;226;238;;;-14;-6;;;-1;0;;;1;1;70.6;17.6;11.8;73.3;20.0;6.7;0;20240418;final20240418v1;2m;2023
31264;9;ESCUELA BÁSICA SAN GENNARO;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13404;PAINE;132;Sur;3;2;3;1;31;33;287;300;16;-2;31;36;1;0;1;1;;;;;22.6;29.0;48.4;18.2;42.4;39.4;0;20240418;final20240418v1;2m;2023
7202;8;ESCUELA PROYECTO DE FUTURO;14;DE LOS RÍOS;141;VALDIVIA;14107;PAILLACO;141;Valdivia;2;1;2;1;21;20;261;243;;;21;-1;;;1;0;;;1;1;38.1;42.9;19.0;70.0;25.0;5.0;0;20240418;final20240418v1;2m;2023
22691;2;LICEO FRANCISCO HERNANDEZ ORTIZ-PIZARRO;10;DE LOS LAGOS;101;LLANQUIHUE;10102;CALBUCO;101;Llanquihue;2;1;1;1;88;105;240;227;26;-5;13;0;1;0;1;0;;;;;58.0;29.5;12.5;68.6;23.8;7.6;0;20240418;final20240418v1;2m;2023
11035;3;COLEGIO AMBROSIO O HIGGINS;3;DE ATACAMA;33;HUASCO;3301;VALLENAR;32;Huasco - Vallenar;4;3;5;1;40;40;303;314;39;2;17;-9;1;0;1;-1;;;;;15.0;25.0;60.0;12.5;40.0;47.5;0;20240418;final20240418v1;2m;2023
12031;6;COLEGIO SAN DIEGO DE ALCALÁ;8;DEL BIOBÍO;83;BIOBÍO;8312;TUCAPEL;82;Bio Bio;3;2;2;1;42;42;260;248;-12;-13;20;4;0;0;1;0;;;;;35.7;40.5;23.8;52.4;40.5;7.1;0;20240418;final20240418v1;2m;2023
2625;5;LICEO BICENTENARIO VICTOR JARA MARTINEZ;6;DEL LIBERTADOR BERNARDO OHIGGINS;63;COLCHAGUA;6307;PERALILLO;62;Colchagua;2;1;1;1;91;90;227;217;-2;-1;0;-10;0;0;0;-1;;;;;67.0;27.5;5.5;78.9;17.8;3.3;0;20240418;final20240418v1;2m;2023
16608;1;COLEGIO ANTILHUE;7;DEL MAULE;73;CURICÓ;7304;MOLINA;71;Curico;3;2;1;1;46;45;222;217;-5;-2;-5;-10;0;0;0;0;;;;;80.4;15.2;4.3;82.2;13.3;4.4;0;20240418;final20240418v1;2m;2023
12217;3;CENTRO POLITECNICO PARTICULAR DE NUNOA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;3;2;2;1;114;115;237;251;15;15;-3;7;1;1;0;1;;;;;62.3;24.6;13.2;50.4;37.4;12.2;0;20240418;final20240418v1;2m;2023
610;6;LICEO INDUSTRIAL JOSE TOMAS DE URMENETA;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;6;4;1;1;81;83;228;250;27;21;1;23;1;1;0;1;;;;;66.7;28.4;4.9;50.6;42.2;7.2;0;20240418;final20240418v1;2m;2023
11971;7;COLEGIO SANTO DOMINGO_PADRES DOMINICOS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13113;LA REINA;133;Oriente;4;3;5;1;32;29;281;341;15;28;-5;18;1;1;0;1;;;;;21.9;40.6;37.5;3.4;27.6;69.0;0;20240418;final20240418v1;2m;2023
25645;5;COLEGIO PART. NTRA. SRA. MARIA INMACULADA DEL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13105;EL BOSQUE;132;Sur;3;2;2;1;267;276;246;249;6;-20;6;5;0;-1;1;1;;;;;51.3;34.1;14.6;54.7;35.9;9.4;0;20240418;final20240418v1;2m;2023
1503;2;ESCUELA INDUSTRIAL SUPERIOR DE VALPARAISO;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;5;2;2;1;192;196;209;231;0;9;-31;-13;0;0;-1;-1;;;;;78.1;17.7;4.2;67.3;28.1;4.6;0;20240418;final20240418v1;2m;2023
25556;4;COLEGIO SOCHIDES;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;1;1;41;38;228;216;1;-6;1;-11;0;0;0;0;;;;;68.3;19.5;12.2;78.9;18.4;2.6;0;20240418;final20240418v1;2m;2023
25894;6;COLEGIO MANANTIAL DE SAN MIGUEL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13130;SAN MIGUEL;131;Centro;3;2;3;1;36;34;244;241;-23;-23;-12;-23;-1;-1;-1;-1;;;;;50.0;33.3;16.7;55.9;35.3;8.8;0;20240418;final20240418v1;2m;2023
9910;4;COLEGIO PARTICULAR SAN FELIX;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;3;1;35;33;245;262;-1;11;-11;-2;0;0;-1;0;;;;;54.3;34.3;11.4;54.5;33.3;12.1;0;20240418;final20240418v1;2m;2023
17736;9;COLEGIO SAN IGNACIO;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;3;2;3;1;67;61;254;247;;10;-2;-17;;0;0;-1;;;1;;46.3;31.3;22.4;52.5;39.3;8.2;0;20240418;final20240418v1;2m;2023
14487;8;COLEGIO MAESE DA VINCI;5;DE VALPARAÍSO;54;PETORCA;5401;LA LIGUA;51;Quillota - Petorca;3;2;2;1;56;57;213;243;-1;9;-27;-1;0;0;-1;0;;;;;78.6;12.5;8.9;64.9;26.3;8.8;0;20240418;final20240418v1;2m;2023
4646;9;COLEGIO SANTA SABINA;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;3;2;4;1;92;91;270;304;-9;-7;1;16;0;0;0;1;;;;;30.4;32.6;37.0;24.2;35.2;40.7;0;20240418;final20240418v1;2m;2023
8974;5;COLEGIO CAMPVS COLLEGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13123;PROVIDENCIA;133;Oriente;4;3;5;1;20;19;298;347;3;30;12;24;0;1;1;1;;;;;15.0;30.0;55.0;10.5;26.3;63.2;0;20240418;final20240418v1;2m;2023
18128;5;COLEGIO SANTO TOMÁS;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;3;2;4;1;55;57;284;318;11;19;15;30;0;1;1;1;;;;;16.4;38.2;45.5;12.3;38.6;49.1;0;20240418;final20240418v1;2m;2023
5439;9;COMPLEJO EDUCACIONAL LUIS DURAND DURAND;9;DE LA ARAUCANÍA;92;MALLECO;9210;TRAIGUÉN;91;Malleco;2;1;1;1;69;63;217;198;-3;-4;-10;-29;0;0;-1;-1;;;;;76.8;18.8;4.3;92.1;7.9;0.0;0;20240418;final20240418v1;2m;2023
11931;8;CENTRO EDUC.PART.ORDEN DE SAN JORGE;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13401;SAN BERNARDO;132;Sur;3;2;1;1;59;64;225;204;2;-13;-2;-23;0;0;0;-1;;;;;71.2;18.6;10.2;85.9;14.1;0.0;0;20240418;final20240418v1;2m;2023
